title,article
"
		  【 求助】强烈要求绕城大道东二段断头路连接拓源路",新都区龙虎镇是是新都工业大镇，也是四川唯一一个以双生肖命名的传统古镇。龙虎的名字大气，龙虎镇的路却比较小气。龙虎的道路表现为窄，大货车多，泥头车喇叭振聋发聩。拓源路或桂锦路到新城区石油大学片区道路拥挤，非常窄，事故经常发生。医学院旁边的绕城大道是6车道，加上辅道是8车道。强烈建议绕城大道东二段连接到拓源路。前期工作人员说在做国土空间规划，在做画界定界的工作，请问这一年了该项规划完结没有，什么时候实施拓源路连接绕城大道东二段。让青白江更好的衔接新都，让新都更好地携手青白江。请两区的主要领导干部为两区衔接的主路发声。让两区更好地相辅相成，让两区的人民出行更加便利。为建设新都产业园助力，为青白江国际物流港打气。希望得到领导的重视并回复。
"
		  【 求助】荣县河口镇文庄村8组桥梁修建请求",曾市长：你好！荣县河口镇文庄村1组（现文庄村8组），在1987年举全村之力修建了一座石拱桥，极大的方便了河两岸人民群众的出行。但是随着岁月的流失，该桥因年检失修，于2011年左右垮塌了，交通受阻，村民物资运输就成了一大问题。为方便村民出行，村里租赁了建筑用的脚手架搭建了简易的桥，经过10多年的风吹雨打，目前桥梁已是千瘪百孔，严重锈蚀，成为了危及人民生命的危桥。恳请市长为河口镇文庄村8组村民修建一座能通车的桥梁，解决村民出行难问题。谢谢！
"
		  【 咨询】凌家桥及桥头公路的归属权、管理权的划定",所处位置：四川省达州市大竹县石桥铺镇绿水村2组与重庆市梁平区碧山镇黄桥村4组 交界处没有问题或者需要打官腔的时候，就是大竹县和梁平区政府/交通管理部门，石桥铺镇和碧山镇政府/交通管理部门大家一起联合巡查、联合监督、联合执法。有问题的时候就是这儿又不归我管，或者这些政府部门不知道归不归他们管，亦或者是让群众先去搞清楚到底归哪边管。不归他们管，难道不应该联系对方政府相关部门吗，不是经常开展联合巡查、联合执法吗？总之就是找各种理由推卸责任，不处理群众反映的问题，包庇纵容排污大户（四川富圣纸业有限公司），为超限运输车辆畅通无阻通过危桥提供保护伞。桥梁限重5吨，大货车经常载重在20吨以上。公然藐视中华人民共和国的法律，不执法。难道四川省达州市大竹县不受中华人民共和国法律的约束吗？或者资本胜过法律，法律只适用于受污染侵害的普通老百姓？不要给出让我自己咨询本地乡政府这种敷衍了事的答案。乡政府的口头答复没有任何意义，随时都能变卦，随时都能否认自己的说法。给相关政府部门打七八个电话都搞不清楚归属问题。为什么百度出来的答案都是乡村道路限重10吨？住址：重庆市梁平区碧山镇黄桥村
"
		  【 求助】跨地区医保卡很难办理",尊敬的领导您好，我以前在南充办理了社保卡，后来到成都工作，为了能够在成都使用医保卡，把社保卡的归属地转移到成都，前年不小心把社保卡丢失了，想补办社保卡，咨询了多家社保机构，以及银行，后来多方确认只有原社保卡归属的银行才能补办银行卡，后来咨询农业银行，告知我，社保卡在成都不能补办，只能回南充才能补办，现在比较担心，南充说归属地已经变更到成都，不能变更银行卡，且，社保卡只有工作日才能办理，来回很浪费时间，麻烦请教一下，目前我该怎么做才能补办社保卡
"
		  【 求助】失独的农村老人民政部门有什么养老政策？",我村有个老太婆，八十七岁了，已病在床上无法自理。前月独生儿子死了。儿媳死了多年了。孙儿也只有一个，且没有稳定收入。我想问一下这样的农村失独老人的养老该怎么办？国家有没有失独老人的特别扶助政策？
"
		  【 咨询】三台读小学需要什么条件",你好  在三台读小学一年级 需要什么条件啊 什么手续啊。
"
		  【 咨询】九价",你好，请问为什么大英这几年都没有九价疫苗啊！四川省都没有分配一点到大英吗？我们都想去成都打来着但是成都现在因为疫情都开始限户籍了，所以想问问大英什么时候才可以有九价疫苗
"
		  【 咨询】2022年回乡创业有什么扶持政策吗",因疫情原因，现在工作不好找；上班10多年也累了，想回乡创业，自己做点事情赚钱。  目前政府政策上是否有什么项目是可以扶持的，或者鼓励创业的，另外黄龙溪山里面可以允许搞养殖吗？
"
		  【 投诉】天府通扣款失败",绑定数字人民币后，显示订单位支付，在我进行充值后，原支付方式不能扣款，导致天府通用不了，打电话去公司投诉，说会解决。多次向其反馈后，，得到回复，让我向数字人民币钱包充钱，又一次让我充钱，我的数字人民币里边是余额的，优于他们系统的原因导致我无法处理。现在这个行为可否认定非法侵占我的个人财产，天府通是否有权利这么做。
"
		  【 建言】眉山市生命文化教育馆大门外
停车场边环境","眉山市生命文化教育馆大门外
停车场边环境实在太差"
"
		  【 建言】江油北站公交客运",江油北站已经投入使用多年，配套客运站也同样空置多年，并且中雁路客运班线上下都甩掉江油北站，给北站上下车的旅客带来极大麻烦与不便。请问相关部门，江油北站配套客运中心是做摆设吗？中雁路客运班车上下不经过北站而把乘客摔路口是相关部门默许的吗
"
		  【 投诉】长期都有大车在辅道逆行",半小时都没4辆车逆行！！！！！！！
"
		  【 投诉】广汉金领云庭（格兰维亚）消防隐患",广汉金领云庭（格兰维亚）小区，地下停车场电动车充电私接乱搭充电，与机动车同区域停放充电，小区住户中家中接电线到地下停车场充电，小区物业不管理、不干预、不作为。存在严重火灾隐患！！！希望相关管理部门过问！！！
"
		  【 求助】减速带",我是城厢金河村8组的居民，我家门口的路是新扩建的，周围有很多小孩，平时很多车经过的时候速度都很快，担心有安全隐患，队上安装的减速带就是敷衍，没有一点价值，希望有关部门引起重视这个问题，
"
		  【 投诉】犍为半岛御景居民楼下非法经营中餐馆",犍为半岛御景居民楼下在三月中旬经营了一家中餐馆，由于油烟排污问题，严重影响到楼上居民正常生活，居民多次跟老板沟通，但老板一直敷衍了事。根据相关法律规定，居民楼下没有专门排烟管道是不能开设中餐馆，所以请求有关部门坚决取缔这家非法经营的中餐馆，并希望工商和卫生执法部门对该店手续问题进行审查。
"
		  【 投诉】金堂大学城道路上的厨余油渍",今天早上7:30左右在金堂大学城希望美食城的门口路上好不容易找到个停车位，结果刚下车就踩到好多厨余油渍，还好没有摔跤。全是倒在窨井附近，厨余油渍、食物残渣，到处都是。麻烦请环卫工人注意打扫一下。餐饮商铺是不是也应该处理一下，都这样乱倒厨余垃圾，还谈什么美好环境？
"
		  【 投诉】广告公司气味大 影响居民身体健康",武胜县华茂小区楼下 开了一家新蕴广告公司 每天广告喷绘路过都有一股刺鼻的味道 开了一年多 家中小朋友一直呼吸不好 咳嗽 最近被诊断为哮喘 家中还有孕妇 长此以往真的很可怕 之前打了环保局电话不了了之 最近打了12345 说会给予回复 可是还是没有得到回复
"
		  【 投诉】栖西里让鸭脑壳飞扰民",仁寿县栖西里占道经营夜宵，吃夜宵全部坐在外面，半夜还大声吼叫，还经常有大合唱。严重扰民。投诉仁寿相关部门根本没作用。还是依然安排顾客坐在外面就餐。店里基本没人坐。还经常用音响唱歌。投诉市长热线安排社区人员，社区人员说他们没执法权。投诉公安说不归他们管。投诉城管城管说他们那边还没正式交房。叫我们投诉市场监督管理局，可是仁寿更本没用。到处踢皮球，我们永兴国际公馆那么多业主，那么多小孩无法安心学习，睡觉，只要求他们吃饭搬到屋内。
"
		  【 投诉】K4线公交车行驶缓慢或发车时间不准时",2022.4.22日晚  九点左右 在莲桂东路口BRT 等K4 上一辆已经到邛崃山路了 马上到终点站了 下一辆还有13分钟  六七个站左右  就相当于  这个站点  上一辆K4开走后  下一辆需要等接近半个小时  我在高德查看了K4的发车时间 高峰是5分钟一班 平峰是8分钟一班  就算这是在晚上  不是什么早高峰  平峰也是八分钟一班吧  精确不到八分钟 十分钟左右也是正常的吧  也不是上下班高峰 大部分站点都是BRT  为什么出现了间隔半个小时才来下一趟  本来晚上下班也比较累  等公交车还要这么久  而且K4也不是什么社区巴士 半个小时发一趟车吧  还已经连续三天出现这种情况了 包括今天晚上4.24日九点 上一辆和下一辆间隔了到半小时左右  麻烦你们处理一下吧  交通发展不就是为了便利  如果你们看到了觉得不重要没有处理 我也会接着打电话的
"
		  【 咨询】农村道路硬化",
"
		  【 投诉】人民塘路下穿隧道内卫生条件差",人民塘路下穿隧道内两侧墙壁布满灰尘，隧道内有多初小面积积水且有异味，望妥善处理。
"
		  【 求助】会理市城南社区 神龙加油站这段路无路灯",尊敬的市委领导 城南社区（原九榜村神龙油站这一小段路的路灯己经坏了许久了 夜间车辆行人存在安全隐患 加之此道设置人行横道太少 给出行带来不便  恳请领导能解决 人行横道增加设置标画和路灯不亮 谢谢
"
		  【 求助】本市户籍拆迁户子女跨区就读幼儿园",我是天府新区兴隆镇，由于拆迁还未安置目前居住华阳街道。子女目前即将就读幼儿园，夫妻目前在华阳和高新区工作。子女回兴隆读幼儿园非常不便无人照顾，希望能够就近华阳片区读公立幼儿园。不知道如何能够结觉子女入学问题，需要如何处理，哪些材料
"
		  【 求助】能为百姓生产交通安全装护栏",各位领导你们好我们农村公路能否帮大家装护栏各个路口，比较危险，一不小心就要掉下悬崖，老百姓的出行比较堪忧，这条路修好已经6年多了，能否帮我们装上护栏，老百姓非常感谢你们。地址：四川省巴中市恩阳区柳林镇来龙村华山村永童垭。
"
		  【 咨询】新津到崇州的客运车以后还有不",新津到崇州的客运车怎么取消了呢，没有的话去崇州很不方便，每次来回都打车的话，对一般老百姓来说确实吃不消。请问以后会恢复不，啥时候能恢复。或者有没有规划其他线路能坐车去崇州的
"
		  【 建言】温江区光华公园碧落湖垂钓现象反映",尊敬的领导：您好！温江区光华公园碧落湖是一个供市民休闲的好地方，碧落湖有标语：禁止垂钓、禁止捕鱼。近期我于碧落湖散步，发现很多市民在湖里垂钓、捕捞，很多小朋友在家长的陪伴下，将很多小鱼捕捞后带走。一些市民擅自向湖里投喂食物，不知是否有毒有害。同时，近期还发现许多成年人采用大型的垂钓渔具，将湖里很多大鱼钓走。目前处于禁钓期，且碧落湖有明文规定，不能垂钓、捕捞。这种现象继续持续下去，会对碧落湖的生态造成严重影响。碧落湖很美，需要我们每一个市民来共同守护它的生态。请相关部门对于违规市民进行提醒，必要时采取一定惩罚措施，以维护碧落湖的生态平衡。谢谢！
"
		  【 求助】电费太贵，想申请一户一表",我是眉山市东坡区金太阳商业区商铺！经过多次投诉～终于从1.4元一度的电费终于涨到了2.0元一度了！一直想申请一户一表，但是电力局说我们是专变电不能申请一户一表！所以只能多次投诉金府集团违法收取电费，但是结果只是越来越贵.市场监管局多次接入，说是电损过高造成！但是按照《电力法》也有明确规定，金府集团明知电损异常的情况下也毫无作为，从没想过整理维修异常电损。而且从来没有提供过异常电耗与金府集团无关的相关证据，所以我们很难不联想到金府集团没在高昂的电损中获利！我们金太阳商业区多家商户想申请一户一表但是电力局说需要金府集团移交变压器！但是经过多次沟通金府集团都以无法移交来打发我们，而且总以不缴费就停电来威胁我们，现在又说不再为我们缴费但也不移交变压器给供电局！而且最后收取我们的电费为2元每度水费收取约14元每方。我们现在多家商铺就想申请一户一表，希望政府能帮助我们，让我们能享受平等合法的水和电！
"
		  【 投诉】富临卢卡美郡违建",尊敬的绵阳市长：富临卢卡美郡别墅区内，原威尼斯水岸31栋，现门牌号为卢卡美郡95栋。原为两层建筑，且无地下室。小区建成于2010年。该业主于今年初将整栋房屋完全拆除，且肯定没有建设规划手续。不会买了别墅就可以随意拆了自己想怎么修都行吧？现业主已开挖几百平米地下室，正进行基础施工。占用大部分绿化。现正值雨季，地下室开挖很深，且为采取任何支护措施。对周边业主房屋造成巨大安全隐患。长沙违建造成巨大损失，现在全国上下都在整治违法建设，绵阳城中心已建成规划区内，还有这样的任性的违建，望领导们尽快查实处理。以免造成更大的安全事故。
"
		  【 投诉】电动三轮聚集拉客，逆行，不遵守交通规则","麓山大道梓州大道公交站（往龙泉方向）前方50米有电动三轮车无序反向聚集，聚集点也刚好在洛森堡小区出口处，严重影响出行。每天早上上班时段，电动三轮车都肆意拉客，横冲直撞，而且逆行，已严重影响行人上下公交的安全通行。尤其是下雨天，路面有积水，电动三轮车还加速通过，污水直接大面积溅到路边候车人身上，不是一个两个电动三轮车这样，而是基本上都会溅水。而是这种现象不是一次两次，而是一到下雨天必会发生。同时，拉客的电动三轮车有没有合法手续？有没有运营资质？收费标准是什么？有没有交通规则的学习培训？以上问题恳请相关部门严厉查处和打击。电动三轮车拉客不仅严重影响城市形象，而且存在非常大的安全隐患！恳请相关部门本着""为人民服务""的执政主旨，对以上现象出重拳，严惩严罚，还民众有序的社会环境和安全的出行环境。万谢"
"
		  【 咨询】广汉天津路会啥时能延伸到天府大道北延线？",广汉天津路是否要西延到向新路，会建设几车道？啥时开建呢？
"
		  【 咨询】仪陇什么时候发医保卡",仪陇文星镇居民多年未有IC医保卡，给在外地生活需要就医的人民造成不便。希仪陇相关部门尽快落实便民措施。
"
		  【 咨询】咨讯交通",成眉公交T50在2月22日后，因疫情原因暂时停运，现在已有2个星期，不知道什么时候能恢复运营，方便成眉的公共出行呢？
"
		  【 投诉】泸县滨江华府美域新房有质量问题真的没人管了吗？",您好！我是泸县滨江华府美域的业主，我们在验房的过程中，发现了房子存在质量问题，主要有两方面重大质量问题：1、房屋地面存在大面积空鼓、远远超过了国家的验收标准（5%）。2、房屋层高严重缩水，与室内公示的分户验收表不符；但是分户验收表均显示验收合格，层高差异较大，有部分极差达到40—60mm，尽然验收合格了？所以我们觉得质检验收形同虚设；发现问题后我们如实添了房屋验收意见表，希望开发商能对我们的疑虑的问题给予解释同时能得到及时的修复。 我们两次发函，但开发商却任置之不理，并发通知催促我们赶紧收房，否则将让我们赔付违约金，我们认为不合理。我们原本在合同签定的购房合同是10月1日收房，最后推迟到了2月25，反而被开发商反要求赔付违约金？？？为什么房屋的质量问题都没解决，就甩锅给业主？还威胁大家去接房，实在是不负责任的企业，质检验收是否因为地震后对房子的验收有所放松？我们担心还有质量问题没有暴露出来。受到威胁后，一些业主担心害怕，不敢与开发商抗衡就只能去收房，还有一些业主实在气不过，之前他们投诉无果，又准备投诉到中央信访局，是真的被逼急了、都太气愤了。如果开发商能站出来给老百姓合理的解释，真诚，有问题就认真整改，那有那么多的矛盾升级，但为什么没有？我们想知道是什么原因让开发商在这个法治社会，在这个有开明政府管理下，开发商还如此猖狂。我看到群里的邻居们又气愤又无可奈何，我失眠了，我在想真的就没人管他们了吗？他们都是普通老百姓，有些老百姓打一辈子工，花了大半辈子的心血就买这一套房，现在即使很气愤，依然还得继续还房贷，他们只希望这套房子能得到质量保障。我们希望能得到政府的帮助、希望能得到重视、希望得到保护。
"
		  【 求助】成都市空天产业园仙女滩湿地公园",成都市空天产业园仙女滩湿地公园好久开建，今年要建吗，现在成都市打造公园城市简阳作为东进桥头堡，简阳也在打造公园城市，为什么没有进展，东溪大河村一组，政府给群众一个解释，
"
		  【 投诉】武胜县赛马镇停水断断续续 何时才能正常供水?",我是一名高中学生，家就在武胜赛马，自去年2021六月份开始，赛马镇就开始长时间停水，以因为水管破裂为由，修了几个月，迟迟不见修好，每半个月回家要用水都是停水，一停就是几天，衣服无法洗，洗漱也麻烦，来水就来几个小时，几个小时一过又停几天，这都2022年三月份了，你再怎么停，也不至于这样吧，我就想问问 这种长时间停水已经影响我们的正常生活规律，给个答案，何时才能正常供水?!
"
		  【 咨询】高新区新生儿集体户邮寄办理一直处于办理状态",尊敬的领导：您好！高新区新生儿集体户邮寄办理一直处于办理状态中，快递已经显示签收一周了。快递有很多重要证件，包括身份证、结婚证、出生证明这些，现在急需要这些证件，一直迟迟没有办理，电话多了n次也没打通，希望领导能帮助我们催促一下办理进度，谢谢
"
		  【 咨询】2022年成都一村一大（非定向）有招募计划吗",请问新津今年有一村一大（非定向）的招募计划吗？大概多久出公告呢？谢谢答复。
"
		  【 建言】增添市政设施，方便群众休闲",绵阳市投入资金对安昌河御营坝河堤进行了景观改造，并对沿江道路也进行了改造，使该区域的群众终于有了一个休闲的环境，面貌焕然一新。但是，在绵阳安昌河靠御营坝从安昌桥至饮马大桥段的改造工程中没有建一个公共卫生间，河堤上和绿道没有安放一张坐椅，健身绿道没有照明路灯，由于设施的不配套，严重影响了群众休闲生活。另外，管理也未能跟上，特别是犬只的管理，没有提示牌，狗粪到处都是，这些也应该加强。
"
		  【 投诉】九襄镇三井串串香违法出店经营，多次举报均不改",九襄镇三井串串香位于九襄镇东风路与梨花大道交界处，从开张起就多次违法出店经营，多次向城管举报无果后，向雅安市民热线举报，举报后短期内没有出店经营，2022年起店内开始安装大功率音响，在晚上经营是大声放歌，出店经营和大声放歌严重影响周边居民的正常休息，多次协调无果。同时还存在多种违规违法行为：1.在人行道绿化带上拉风车，既影响市容市貌，同时存在安全隐患。2.占用店外空间搭建临时棚区（雨棚、帐篷）用做后厨和经营用地，既影响市容，同时存在很大的消防隐患。
"
		  【 投诉】台商天然气充值难，没有服务意识。",台商天然气公司。充值困难（不能网络缴费;充值网点少;好不容易找到网点，结果提示充值卡故障，需要到公司网点处理，结果公司网点服务时间永远朝九晚五），给用户造成极大不便利。看过以往类似留言，官方回复大意永远是会逐步改造气表。想知道:逐步改造更换——何谓逐步，三年?五年?十年?有投诉意见后，短期不能改变的，也并没有临时处理措施，比如增加合作充值网点。公司服务网点永远没有服务行业的意识——比政府部门还短的服务时间，也不知服务什么用户？
"
		  【 咨询】二手房户口迁出迁入",在郫都区买了一套二手房，原房东不主动把户口迁出，现房东在不迁入自己户口的情况下，怎么样才能使原房东的户口移出现在的房子
"
		  【 投诉】峨眉山市镇镇交界地带公路问题",四川乐山市峨眉山市绥山镇，原绥山镇天全村与原石炉村交界地段，由于地处交界地段，公路长期无人维护，路面坑洼，路面太窄只有2.5米宽，不能会车，从几年前到现在出现多起交通事故，2022年2月导致一轿车事故，导致原石炉村1组一村民因交通事故死亡，全因道路太窄多年失修导致。请政府体恤体察民生民情，拓宽路面整修此路段，解决民生和安全问题。
"
		  【 建言】崇州市302公交老旧与安全问题","崇州市302公交作为崇州市区与温江连接的主要交通线路。承载了沿途居民的工作与生活需求。现阶段该路线不仅车辆班次少且车辆存在严重老化以及安全隐患。1.早晚高峰期车辆少、付费需司机手动调整耽误时间、滚动班车到站时间不确定2.车辆老化，经常出现车辆故障，影响出行效率3.有车辆发热，地板滚烫，站在车上脚能感觉到高温现在逐步步入夏季了，不正常的高温极易导致火灾等安全隐患，希望相关部门能落实查询希望:1.运行车次能联网，手机可查询车辆到站时间,减少居民等待时间。2.针对高峰期合理调整车辆发车频次。3.万盛站上车点能确定在地铁首座小区外车站（302车辆停在此处方便居民上车，地铁D口的上车点容易造成人流拥挤聚集）4.早日增加新型车辆，解决老旧车型运力不足与安全隐患，做好崇州市区形象宣传。"
"
		  【 求助】车管所能否代办驾校学籍注销问题",尊敬的领导您好：2017年我在成都读书在成都当地报名驾校学习，学习期三年内未考科一。现无法在家乡阆中市本地报名驾校，需注销在成都的驾校学籍。因疫情原因无法出阆，是否能在网上或者电话办理学籍注销？望给详细回复。
"
		  【 咨询】简阳市海螺镇复兴村7组另一边公路多久能修",领导你好！亲问下成都东部新区海螺镇复兴村7组的另一半公路多久能修，一半边3年前就修好了，另一半边说的第二年修现在都3年多了都还没有修，都是一个村为什么不公平对待呢？希望领导重视，在此表示感谢！
"
		  【 咨询】龙泉金茶路金枫路口围而不建",领导好：广大群众一直关心的龙泉金茶路金枫路交叉路口处多年围而不建的问题，之前有回复说2022年3月份会启动项目，请问已经到3月，本月还会有进展吗？？？这个大土包包，严重影响居民出行，给上万人的生活带来不便，请问：几年前承诺的幼儿园、龙泉人家还会修吗？？如果修，到底什么时候修？如果不修，广大群众恳请把影响民生的打围土包包拆除。
"
		  【 投诉】成都旅游被出租车司机连环诈骗",我和朋友山到成都旅游，5月18日从锦里景区出来拦了一辆出租车，准备坐车到宽窄巷子，司机说这几天有个地方祈福特别灵，平常都不对普通市民开放，60年来第一次对普通市民开放。说这个地方是诸葛亮指出的风水宝地，特别灵验，机会难得，很多外地的人专门坐飞机来祈福，平常包车的费用是三百多，现在涨到七百，包他车的乘客还要游玩一个多小时，我们去的地方不远所以才载我们的，半路上以包车乘客催促需要回去接包车乘客为由让我们下车，说很抱歉不收我们的车费，这时后面刚好又有一辆出租车，上车主动攀谈我们的目的地后又大势渲染该地方的神奇以及祈福玉器的灵验，让我们失去防备。最后在成都市青羊区草堂东路66号一营销人员对我们进行思想灌输，我花了1990元买了店里商品，我朋友花了三千多买了商品，买完后因为要赶飞机急着走了。后来发觉异常，在网上搜索发现成都此类骗局不少，套路都一样。希望政府能帮助把商品退回，因工作原因5月18日已返回家乡，希望政府能帮助把商品退回，协商退款。同时净化一下当地的旅游环境。谢谢。
"
		  【 投诉】农村低保政策",通江县麻石镇长青村，原长河坝村，享受国家低保政策的家庭或个人，是否会公开名单？如何公开的？公开在哪里？
"
		  【 投诉】长期停水，向上级反映没有任何作为",尊敬的领导，我是资中县水南镇财富国际小区的一名业主，我们小区长期没有任何通知任何告知的情况下停水，一停就是半夜12点也不来，这种情况在尤其在夏季，几乎每天如此。平时有告知的停水，我们小区也是半夜才来，给我们的生活造成的极大的不便，我们不能正常生活工作，不能按时睡觉，第二天孩子没精神学习，大人没精力工作，真是欲哭无泪啊。对于这种情况，我们给资中县自来水公司打电话，他们给出的解释是我们小区地势高，没有办法。我们周边的几个小区，比我们还高的，没有这种情况，所以我们就又向自来水公司反应，解释是我们的水管问题，反正就是各种理由，就一句话，没发解决。我们没有办法，打12345反应，停水的现象有一点点改变，有几晚没停了，我们以为解决了，可后来，12345也不管用了，照着自来水公司给他们的回复，照搬念书给我们听。后来，自来水公司态度很差，也不解释了，很不友好的态度，说新水厂在修建，快了，我们从去年等到了今年，新水厂也没有投入使用，遥遥无期啊，我真的想哭。喊我们储存水，我们家里只有锅碗瓢盆，哪里够？我们洗了碗就够不了洗漱，洗漱了就没水洗衣服，现在疫情防控常态化，没有流动水洗手，我们也担心，手上干净吗？有病毒吗？希望有关部门帮帮我们吧，我们没有办法了，给政府有关部门反应也是石沉大海，敷衍了事，没有任何解决，这种情况已经持续最少3年了。我们被逼着，难道只有变卖房屋吗？周围隔壁小区都有水，为什么啊，就不能帮帮我们吗？没有任何办法吗？
"
		  【 咨询】3年的劳动合同，试用期要求一年",签了3年的劳动合同，用人方要求试用期一年（试用期内只买社保，无医保，无公积金），这合法吗
"
		  【 咨询】南勋镇道路问题",
"
		  【 咨询】都江堰青城大桥好久能开通（1号桥）",都江堰市青城大桥1号桥好久能开通？开通后青城桥到鲤鱼沱大桥靠河边的怎么规划，之前河边还有农家，农家乐拆了这么久了都没有动静。
"
		  【 建言】成华区双桥路地面维护",成华区双桥路（一、二环路之间），因多年前地铁施工，地面留下上百个洞一直未修复，为提升市民出行安全（特别是骑车经过），望将路面整改平坦，消除安全隐患，提升便利，谢谢！
"
		  【 投诉】好时光爱心幼儿园附近交通混乱",尊敬的领导，随着中梁一号院交房，居安路两旁每天停满了各种车辆，拥堵难堪，尤其是下午五六点接娃放学时段，走路都不方便，还有大货车同行。希望交通部门能管管呀。
"
		  【 求助】关于农村户户通公路修建问题",尊敬的领导：我是资阳市安岳县天马乡聚宝村4组（原6组）的村民，去年12月份生产队长已经上报的公路修建，时间已经过去半年，没有任何消息，也一直没有开工迹象。只要一下雨，就形成严重的泥泞路，出行非常困难。国家大力提倡，要致富，先修路的政策，户户通公路。
"
		  【 咨询】农村天然气管换装",尊敬的领导，你好，我是阆中市河溪街道石龙社区村民，听闻我们村要求换装天然气管，有以下疑问需要天然气公司解答1.为什么换天然气管子，换装的目的，依据是什么，是国家规定、地方规定还是天然气公司规定，且应向我们老百姓公示文件。2.换装的范围（如从哪年起安装的需更换）3.如果目前天然气管子不符合规定，或存在安全隐患，那么当初安装的时候是否违规操作，将存在安全隐患或者不合格的管子装入我们家中，天然气公司是否应该承担责任，现在发现隐患是否应该天然气公司进行整改，如果之前的管子质量不存在问题，没有安全隐患那么现在为什么更换。4.天然气公司的管子定价是否符合规定，燃气公司换装时收取的材料费明显高于市场定价，天然气通农村，是一项惠民便民工程，不应打着为了安全的旗帜从中牟取暴利。且赚了材料的差价为何还要收取安装费，既然有这么多的利润，就不该收取人工费。5.户主是否可以自行采买符合国家规定，质量合格的材料让燃气公司换装，如不能，燃气公司是否涉嫌垄断，是否能出示相关文件。6.此次天然气公司换装的材料质量是否合格，存不存在安全隐患，换装时请出示相关合格证书或检验证书，质保期多久。7.老百姓对此次换装存在疑问，不予配合更换时，工作人员以不送气及销户相要挟，是否合规，燃气公司是否有权利随意停气。8.换装时产生的相关费用是否可以开具税务部门正规发票。9.有已经更换的村民反映索要的发票或开具的收据与实际产生的费用不符，比实际少一两百元左右，请问这样做的原因是什么。希望领导及燃气公司能给予正面回复，消解老百姓心中疑惑，避免产生不必要的误会，引起老百姓的不满。
